month,state,permit,permit_recheck,handgun,long_gun,other,multiple,admin,prepawn_handgun,prepawn_long_gun,prepawn_other,redemption_handgun,redemption_long_gun,redemption_other,returned_handgun,returned_long_gun,returned_other,rentals_handgun,rentals_long_gun,private_sale_handgun,private_sale_long_gun,private_sale_other,return_to_seller_handgun,return_to_seller_long_gun,return_to_seller_other,totals
2024-08,Oregon,4495,302,16410,13779,1825,12,15,0,0,0,7,0,0,196,38,2,0,0,535,377,29,0,0,0,38022
2024-08,Pennsylvania,29665,1,38365,21705,35,0,253,0,0,0,0,0,0,862,95,2,0,0,0,0,0,0,0,0,90983
2024-08,Puerto Rico,0,0,2982,362,35,65,0,0,0,0,60,19,1,0,0,0,0,0,757,87,6,8,1,0,4383
2024-08,Rhode Island,7,0,1040,651,74,142,0,0,0,1,1,1,0,5,5,12,0,0,11,10,2,3,3,0,1968
2024-08,South Carolina,5990,766,10497,6993,868,530,1,4,2,0,959,350,6,218,15,0,0,0,6,8,2,0,1,0,27216
2024-08,South Dakota,837,0,1732,2647,111,130,0,0,0,0,106,96,1,25,3,21,0,0,3,0,1,0,0,0,5713
2024-08,Tennessee,3978,9288,23821,16561,1685,0,0,45,10,0,1066,391,0,115,13,0,0,0,0,0,0,0,0,0,56973
2024-08,Texas,34807,0,54256,37036,3951,3107,0,18,10,1,7441,2970,69,229,11,0,0,0,51,21,2,2,2,0,143984
2024-08,Utah,12083,59446,4802,4346,876,0,0,4,5,1,220,213,0,193,36,23,0,0,0,0,0,0,0,0,82248
2024-08,Vermont,1,0,1336,1497,98,99,0,0,0,0,7,10,3,6,1,0,0,0,2,5,0,0,0,0,3065
2024-08,Virgin Islands,155,0,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,201
2024-08,Virginia,211,134,21815,14893,3510,0,0,0,0,0,0,0,0,568,43,1,0,0,0,0,0,0,0,0,41175
2024-08,Washington,10835,379,11257,6788,484,55,20,0,0,0,550,287,7,622,99,14,0,0,644,298,40,24,14,0,32417
2024-08,West Virginia,2092,78,4482,5097,266,352,1,4,4,0,785,587,2,67,1,5,0,0,3,4,0,0,0,0,13830
2024-08,Wisconsin,11267,812,13123,12854,774,49,0,0,1,1,199,154,23,144,36,4,0,0,0,2,0,0,0,0,39443
2024-08,Wyoming,479,25,2037,2298,162,131,9,2,1,0,151,125,1,51,6,0,0,0,4,5,1,1,1,0,5490
2024-07,Alabama,12967,242,14957,10376,1230,933,0,9,6,2,2220,773,18,36,12,0,0,0,10,5,2,0,1,0,43799
2024-07,Alaska,68,137,2618,2221,306,185,0,1,3,0,138,77,1,46,11,0,0,0,2,1,0,0,0,0,5815
2024-07,Arizona,14151,48,15845,8473,1639,887,0,7,0,0,1116,378,15,202,18,2,0,0,6,5,2,0,0,0,42794
2024-07,Arkansas,2282,264,5817,5944,479,396,15,11,5,1,972,674,1,1,1,0,0,0,9,6,1,0,0,0,16879
2024-07,California,31533,11522,29510,16437,3323,0,0,3,0,0,713,427,84,1697,825,79,0,0,6961,3149,509,28,14,1,106815
2024-07,Colorado,7739,14,13640,9027,1359,1449,0,0,0,0,0,0,0,317,35,1,0,0,0,0,0,0,0,0,33581
2024-07,Connecticut,8418,534,4720,1738,218,0,3,0,0,0,0,0,0,0,0,0,0,0,51,39,5,0,0,0,15726
2024-07,Delaware,1413,0,1623,823,122,65,0,0,0,0,17,3,0,98,0,0,0,0,34,6,1,0,0,0,4205
2024-07,District of Columbia,1054,0,296,9,1,3,7,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1400
2024-07,Florida,8901,2,51744,19994,5259,3166,1,37,20,4,3645,780,5,1791,135,3,0,0,213,129,36,57,37,0,95959
2024-07,Georgia,13013,0,15148,7806,1045,785,0,9,5,0,2057,742,17,52,2,0,0,0,11,5,4,0,0,1,40702
2024-07,Guam,0,0,154,63,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237
2024-07,Hawaii,1334,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,1341
2024-07,Idaho,10456,281,4724,4459,562,323,0,2,3,0,272,236,3,101,12,1,0,0,5,4,0,0,0,0,21444
2024-07,Illinois,14288,167140,20651,8902,879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211860
2024-07,Indiana,401,26346,15718,9640,1579,930,0,0,2,2,828,314,30,63,3,0,0,0,30,17,4,1,1,0,55909
2024-07,Iowa,2395,3828,2381,2112,183,86,0,0,0,0,34,22,1,78,5,11,0,0,3,1,0,1,0,0,11141
2024-07,Kansas,1672,3,5052,3818,534,345,0,0,0,1,430,175,7,90,7,4,0,0,4,3,0,0,0,0,12145
2024-07,Kentucky,562,286340,8258,6210,535,572,21,5,4,1,1366,701,3,55,9,1,0,0,11,7,1,1,1,0,304664
2024-07,Louisiana,801,3,10897,5800,776,574,0,5,1,0,908,406,6,0,0,0,0,0,11,10,4,0,0,0,20202
2024-07,Maine,576,19,3116,2990,300,210,1,0,0,0,49,46,2,28,7,0,0,0,6,1,0,0,0,0,7351
2024-07,Mariana Islands,0,0,9,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2024-07,Maryland,7791,50,7161,4772,140,6,0,0,0,1,122,78,1,75,22,2,0,0,0,10,1,0,1,0,20233
2024-07,Massachusetts,11503,5,6836,10355,9121,1576,0,0,1,2,17,10,0,0,2,0,0,0,36,59,17,2,1,0,39543
2024-07,Michigan,22493,6443,13685,11772,1510,599,112,0,0,0,22,172,3,610,48,79,0,0,12,11,1,2,1,0,57575
2024-07,Minnesota,8955,36608,7565,7662,745,471,0,0,0,0,198,160,3,93,24,1,0,0,12,21,0,0,0,0,62518
2024-07,Mississippi,1898,0,6675,4466,469,298,0,5,3,0,1341,600,4,9,2,0,0,0,3,4,0,1,1,0,15779
2024-07,Missouri,1923,263,15145,11585,1697,1130,0,10,7,1,1113,515,12,355,38,3,0,0,27,12,6,1,0,0,33843
2024-07,Montana,1117,4,3817,3872,314,333,12,4,2,1,365,334,2,41,11,2,0,0,1,4,1,0,1,0,10238
2024-07,Nebraska,3086,283,132,1182,30,4,0,0,0,0,4,23,0,43,6,0,0,0,0,1,0,0,0,0,4794
2024-07,Nevada,3137,0,4341,2113,379,308,0,0,0,0,264,66,3,1,0,0,0,0,444,135,17,0,0,0,11208
2024-07,New Hampshire,1061,2,5810,3084,527,1,40,0,1,0,0,5,0,120,14,5,0,0,0,0,0,0,0,0,10670
2024-07,New Jersey,0,0,7484,3448,691,0,0,0,0,0,0,0,0,8,2,0,0,0,87,76,4,2,3,1,11806
2024-07,New Mexico,1151,1,4484,2892,493,361,0,2,3,0,265,221,1,46,0,0,0,0,49,14,0,0,1,0,9984
2024-07,New York,3024,2800,9092,7657,698,346,1,0,0,0,39,71,5,71,88,1,19,0,343,273,30,10,4,1,24573
2024-07,North Carolina,12822,253,20023,9663,1286,930,0,14,2,1,2260,789,15,843,127,0,0,1,28,14,1,0,0,0,49072
2024-07,North Dakota,279,8580,1496,2034,152,120,0,0,0,0,66,60,0,8,4,1,0,0,2,2,0,0,0,0,12804
2024-07,Ohio,6236,872,19249,12970,1643,1132,0,7,3,1,1402,427,15,282,98,7,0,0,11,10,0,0,0,0,44365
2024-07,Oklahoma,2512,17,10091,6507,1214,804,0,6,2,0,1693,820,11,97,8,0,0,0,15,14,1,2,2,0,23816
2024-07,Oregon,5105,187,15102,11431,1876,8,19,0,0,0,2,2,0,205,59,4,0,0,446,315,41,0,0,0,34802
2024-07,Pennsylvania,29233,2,33122,17442,52,0,219,0,0,0,0,0,0,841,113,3,0,0,0,0,0,0,0,0,81027
2024-07,Puerto Rico,0,0,3097,317,43,54,0,0,0,0,44,9,0,0,0,0,0,0,751,82,7,3,0,0,4407
2024-07,Rhode Island,6,0,871,520,84,116,0,0,0,0,2,1,0,2,1,1,0,0,17,4,1,1,1,0,1628
2024-07,South Carolina,4797,622,10064,5237,890,469,0,3,1,1,795,286,5,235,16,2,0,0,8,5,0,0,0,0,23436
2024-07,South Dakota,828,4,1625,2124,155,93,6,0,1,0,86,72,1,26,4,4,0,0,1,2,0,0,0,0,5032
2024-07,Tennessee,4336,10084,22000,12797,1428,0,0,18,10,0,836,324,0,111,5,0,0,0,0,0,0,0,0,0,51949
2024-07,Texas,29171,0,48941,25544,4044,2737,0,18,11,5,6586,2346,63,205,11,0,0,0,29,28,6,0,1,0,119746
2024-07,Utah,10434,57951,4401,3870,918,0,0,4,7,1,224,207,1,232,31,30,0,0,0,0,0,0,0,0,78311
2024-07,Vermont,1,0,1133,1070,110,81,0,0,0,0,5,5,5,15,4,3,0,0,4,4,0,0,0,0,2440
2024-07,Virgin Islands,93,33,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,162
2024-07,Virginia,438,130,21205,12877,3415,0,0,0,0,0,0,0,0,580,49,1,0,0,0,0,0,0,0,0,38695
2024-07,Washington,10953,440,10217,5624,449,18,51,1,0,0,452,214,4,572,106,13,0,0,553,256,47,14,17,2,30003
2024-07,West Virginia,2113,83,3879,4352,220,312,2,2,3,0,644,513,0,15,2,3,0,0,2,5,0,0,0,0,12150
2024-07,Wisconsin,12139,847,11832,9261,868,53,0,0,1,0,170,123,18,142,26,8,0,0,0,2,0,0,0,0,35490
2024-07,Wyoming,468,31,1936,2094,176,94,18,1,1,1,127,113,2,64,12,1,0,0,11,3,0,1,0,0,5154
2024-06,Alabama,11422,205,15025,9575,1062,855,0,5,3,0,2013,719,15,41,2,0,0,0,5,1,0,1,1,0,40950
2024-06,Alaska,100,161,2820,1972,240,198,0,0,0,0,137,66,1,32,13,0,0,0,3,1,1,0,1,0,5746
2024-06,Arizona,23408,452,16326,8111,1525,941,0,3,0,0,1065,330,16,201,27,1,0,0,7,9,0,0,0,0,52422
2024-06,Arkansas,2121,191,5923,5588,408,359,9,8,6,0,1009,614,3,0,0,0,0,0,8,3,0,0,0,0,16250
2024-06,California,30492,11273,49817,25847,4565,0,0,2,0,1,697,410,22,1651,835,74,0,0,8329,4007,600,32,22,0,138676
2024-06,Colorado,7383,16,13923,9027,1352,1349,0,0,0,0,0,0,0,307,42,0,0,0,0,0,0,0,0,0,33399
2024-06,Connecticut,11065,513,4626,1735,195,0,0,0,0,0,0,0,0,0,0,0,0,0,44,35,2,0,0,0,18215
2024-06,Delaware,989,0,1715,833,85,62,0,0,0,0,15,8,0,46,0,0,0,0,31,3,0,0,0,0,3787
2024-06,District of Columbia,759,0,306,12,0,2,4,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1098
2024-06,Florida,8889,0,51020,18750,4752,2870,2,36,11,1,3523,799,10,1549,108,5,0,0,216,128,43,58,46,1,92817
2024-06,Georgia,11489,0,15360,6784,921,678,0,10,4,0,2086,716,15,69,4,0,0,0,13,7,5,0,0,0,38161
2024-06,Guam,0,0,154,74,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251
2024-06,Hawaii,1226,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1228
2024-06,Idaho,5988,272,5034,4718,519,278,0,3,1,0,253,221,3,71,10,1,0,0,9,6,0,0,0,0,17387
2024-06,Illinois,11848,138908,20171,8120,705,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,179756
2024-06,Indiana,358,25276,16055,9069,1415,831,1,3,0,0,744,245,25,47,2,0,0,0,30,10,4,0,0,0,54115
2024-06,Iowa,1953,3676,2325,2142,174,93,1,0,0,0,36,22,1,80,19,2,0,0,1,0,0,0,0,1,10526
2024-06,Kansas,1140,2,4975,3875,418,328,0,1,2,0,371,202,7,80,19,0,0,0,2,7,1,0,0,0,11430
2024-06,Kentucky,607,286137,8319,5786,454,502,4,3,2,0,1288,621,2,27,6,0,0,0,17,15,0,0,0,0,303790
2024-06,Louisiana,730,0,9667,5190,668,511,0,4,1,0,789,364,8,1,0,0,0,0,10,7,3,0,1,0,17954
2024-06,Maine,355,8,2917,2799,286,185,1,0,0,0,40,35,0,22,9,5,0,0,3,0,0,0,0,0,6665
2024-06,Mariana Islands,0,0,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
2024-06,Maryland,6446,43,7186,4269,118,3,0,1,2,0,101,76,8,77,18,4,0,0,0,9,0,0,0,0,18361
2024-06,Massachusetts,9532,0,4500,2230,1633,284,16,0,0,0,8,16,1,1,0,1,0,0,40,26,6,1,0,0,18295
2024-06,Michigan,19689,5597,13410,11207,1336,579,83,0,2,0,18,181,5,426,28,65,0,0,21,11,1,0,2,0,52661
2024-06,Minnesota,8310,33668,8023,7434,707,431,0,1,0,0,155,160,6,84,19,1,0,0,24,13,2,2,1,0,59041
2024-06,Mississippi,1711,0,6934,3789,420,310,0,5,0,0,1206,559,1,14,0,0,0,0,7,3,1,0,1,0,14961
2024-06,Missouri,1544,241,15169,10934,1478,1031,0,6,7,0,1137,512,8,311,37,3,0,0,31,15,4,0,0,0,32468
2024-06,Montana,1091,3,4135,4062,324,326,5,3,1,0,352,330,2,45,11,1,0,0,2,4,1,0,0,0,10698
2024-06,Nebraska,3076,216,163,1084,13,5,0,0,0,0,0,26,0,38,4,0,0,0,0,0,0,0,0,0,4625
2024-06,Nevada,3070,0,4379,1984,364,274,0,0,0,0,238,56,1,0,0,0,0,0,382,143,21,0,0,0,10912
2024-06,New Hampshire,1334,3,5798,2524,446,0,26,0,4,0,0,2,0,98,9,3,0,0,0,1,0,0,0,0,10248
2024-06,New Jersey,0,0,8103,3276,653,0,0,0,0,0,0,0,0,0,0,0,0,0,103,53,4,1,0,0,12193
2024-06,New Mexico,564,0,4377,2671,421,286,1,2,0,0,245,211,0,31,1,0,0,0,45,18,2,0,0,0,8875
2024-06,New York,2661,1984,9310,7783,649,356,0,0,0,0,43,53,7,51,69,2,8,1,351,255,37,7,8,0,23635
2024-06,North Carolina,12134,251,20100,8658,1105,833,0,16,2,2,2242,837,10,706,112,1,1,0,43,22,2,1,0,0,47078
2024-06,North Dakota,274,3,1602,2136,121,122,0,0,0,0,55,39,1,8,1,0,0,0,5,2,1,0,0,0,4370
2024-06,Ohio,5658,1171,19129,11644,1256,1011,0,2,0,2,1347,415,11,379,51,9,0,0,11,6,1,0,0,0,42103
2024-06,Oklahoma,2487,28,9820,6287,983,724,0,9,5,1,1499,712,9,89,7,0,0,0,11,16,1,0,0,1,22689
2024-06,Oregon,4835,233,15835,12552,1817,11,13,0,0,0,2,3,0,160,36,1,0,0,458,368,33,0,0,0,36357
2024-06,Pennsylvania,23814,0,33700,17099,37,0,183,0,0,0,0,0,0,674,83,4,0,0,0,0,0,0,0,0,75594
2024-06,Puerto Rico,0,0,3237,353,49,67,0,0,0,0,39,8,0,0,0,0,0,0,756,78,6,6,1,0,4600
2024-06,Rhode Island,0,0,885,473,65,110,0,0,0,0,4,0,1,3,2,1,0,0,9,7,0,0,4,0,1564
2024-06,South Carolina,5956,339,10565,4752,796,417,7,1,2,1,723,291,1,200,7,2,0,0,7,4,0,2,1,0,24074
2024-06,South Dakota,686,4,1483,2006,120,86,2,0,0,0,76,66,0,21,1,0,0,0,5,8,2,0,0,0,4566
2024-06,Tennessee,3926,10103,21799,11294,1266,0,0,42,12,0,866,280,0,117,7,1,0,0,0,0,0,0,0,0,49713
2024-06,Texas,35525,0,52678,25072,3797,2619,0,13,6,0,6415,2157,71,191,15,0,0,0,25,17,3,0,1,0,128605
2024-06,Utah,11686,54653,4317,3761,707,0,0,3,3,1,193,168,0,221,26,29,0,0,0,0,0,0,0,0,75768
2024-06,Vermont,0,0,1138,1092,97,82,0,2,2,0,8,11,0,22,13,0,0,0,3,0,0,0,0,0,2470
2024-06,Virgin Islands,113,14,22,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,164
2024-06,Virginia,229,176,19869,11551,3106,1,0,0,0,0,0,0,0,471,59,2,0,0,0,0,0,0,0,0,35464
2024-06,Washington,10771,403,10723,5530,499,29,18,0,0,0,489,258,3,611,88,13,0,0,560,292,34,26,18,0,30365
2024-06,West Virginia,1840,123,4009,4030,248,272,4,0,1,0,621,432,1,34,0,1,0,0,6,6,0,0,0,0,11628
2024-06,Wisconsin,10583,758,12501,9237,793,37,0,0,0,1,179,140,10,139,21,2,0,0,0,2,0,0,0,0,34403
2024-06,Wyoming,400,39,2160,2085,148,118,20,0,0,0,133,84,1,44,14,1,0,0,2,5,2,0,0,0,5256
2024-05,Alabama,11993,300,15654,9878,1125,836,0,5,3,1,2255,800,12,56,1,0,0,0,4,3,2,0,2,0,42930
2024-05,Alaska,166,179,3037,2249,279,242,0,0,1,3,125,84,1,54,16,0,0,0,1,1,0,0,0,0,6438
2024-05,Arizona,10575,942,16904,7885,1568,963,6,2,1,0,1111,395,8,232,28,0,0,0,6,3,0,0,0,0,40629
2024-05,Arkansas,2340,224,5836,4667,418,344,11,8,4,0,1047,628,3,0,0,0,0,0,9,5,5,0,0,0,15549
2024-05,California,31640,11912,39186,21745,3925,0,0,0,1,0,878,463,35,1659,834,119,0,0,8118,3780,576,33,24,0,124928
2024-05,Colorado,8061,7,15383,11008,2284,1711,0,0,0,0,0,0,0,329,38,0,0,0,0,0,0,0,0,0,38821
2024-05,Connecticut,11401,546,5041,1915,241,0,1,0,0,0,0,0,0,0,0,0,0,0,52,40,2,0,0,0,19239
2024-05,Delaware,1193,0,1961,895,108,87,0,0,0,0,26,4,0,78,1,0,0,0,26,7,1,0,0,0,4387
2024-05,District of Columbia,1113,0,287,13,1,3,3,0,0,0,0,0,0,2,0,19,0,0,0,0,0,0,0,0,1441
2024-05,Florida,10247,0,52696,19165,4731,2996,2,30,18,4,3697,784,7,1696,129,3,0,0,225,147,44,73,40,2,96736
2024-05,Georgia,12208,0,15689,7084,849,744,3,3,3,0,2122,717,12,93,8,0,0,0,20,10,2,0,0,0,39567
2024-05,Guam,0,0,121,73,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208
2024-05,Hawaii,1356,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1357
2024-05,Idaho,9004,257,5492,4839,596,308,0,2,3,0,292,227,2,77,15,1,0,0,5,5,0,0,0,0,21125
2024-05,Illinois,11844,133238,20760,7617,734,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,174194
2024-05,Indiana,411,24544,16728,9308,1500,927,0,2,6,1,802,270,20,70,6,0,0,0,23,13,3,1,1,0,54636
2024-05,Iowa,2522,4459,2417,2077,185,83,2,0,0,0,49,13,3,110,20,1,0,0,2,2,0,1,0,0,11946
2024-05,Kansas,1301,4,5432,3775,512,355,0,0,1,0,469,163,3,68,5,2,0,0,3,6,0,0,1,1,12101
2024-05,Kentucky,640,284248,8583,6136,517,532,7,3,4,1,1488,716,4,53,2,0,0,0,6,8,0,0,0,0,302948
2024-05,Louisiana,842,0,9212,4975,606,485,0,1,3,0,842,435,7,0,0,0,0,0,12,11,6,0,0,0,17437
2024-05,Maine,608,10,3316,2776,346,225,1,0,0,0,60,33,0,21,11,2,0,0,3,1,2,0,0,0,7415
2024-05,Mariana Islands,0,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2024-05,Maryland,7481,39,7938,4754,155,8,0,0,1,0,121,78,4,102,14,2,0,0,0,16,0,0,2,0,20715
2024-05,Massachusetts,11938,1,4544,2294,1566,290,10,0,0,0,9,10,2,2,0,0,0,0,55,44,9,0,1,0,20775
2024-05,Michigan,22137,6268,14503,11450,1387,647,124,1,0,0,25,195,5,736,47,76,0,0,30,5,1,3,7,0,57647
2024-05,Minnesota,11998,38157,9146,8739,769,576,0,0,1,0,172,164,2,124,27,1,0,0,19,20,0,0,0,0,69915
2024-05,Mississippi,1916,0,6925,3998,379,328,0,6,0,1,1396,591,3,18,1,0,0,0,9,3,1,0,1,0,15576
2024-05,Missouri,1623,245,16016,11287,1633,1051,0,4,2,0,1181,538,8,450,33,2,0,0,28,19,2,2,2,0,34126
2024-05,Montana,1288,13,4175,4342,360,348,6,2,0,0,388,387,1,58,11,4,0,0,3,5,0,0,1,0,11392
2024-05,Nebraska,3409,127,162,1173,12,9,0,0,0,0,1,16,0,47,5,0,0,0,0,0,0,0,0,0,4961
2024-05,Nevada,3276,0,4721,2226,331,283,0,0,0,0,243,64,0,0,0,0,0,0,492,166,15,0,0,0,11817
2024-05,New Hampshire,1302,4,6250,2556,530,3,19,2,4,0,0,3,0,99,9,6,0,0,0,0,0,0,0,0,10787
2024-05,New Jersey,0,0,7816,2901,660,0,0,0,0,0,0,0,0,0,0,0,0,0,75,49,5,1,0,1,11508
2024-05,New Mexico,1034,3,5763,3485,595,355,0,1,1,1,359,273,0,33,0,0,0,0,69,37,0,0,2,0,12011
2024-05,New York,3060,2053,10487,8438,734,354,0,0,0,0,57,64,5,71,108,2,8,1,385,300,25,9,16,0,26177
2024-05,North Carolina,14481,309,20656,8937,1238,891,0,7,3,0,2351,877,11,816,116,0,1,1,31,6,2,1,1,0,50736
2024-05,North Dakota,417,6,1668,2030,132,92,0,1,1,0,79,69,0,16,2,0,0,0,12,42,1,0,0,0,4568
2024-05,Ohio,6839,872,19606,11420,1377,1074,0,1,3,1,1424,432,8,262,78,23,0,0,8,7,0,1,1,0,43437
2024-05,Oklahoma,2318,158,10376,6675,1233,773,2,5,2,0,1654,848,7,88,4,0,0,0,8,18,3,1,2,0,24175
2024-05,Oregon,4754,318,17195,13301,2084,10,3,0,0,0,6,0,2,198,45,0,0,0,523,387,42,0,0,0,38868
2024-05,Pennsylvania,27234,0,35688,17566,58,0,222,0,0,0,0,0,0,817,118,0,0,0,0,0,0,0,0,0,81703
2024-05,Puerto Rico,0,0,3597,356,44,63,0,0,0,0,36,7,0,0,0,0,0,0,793,57,3,4,0,0,4960
2024-05,Rhode Island,0,0,1007,543,71,116,0,0,0,0,2,1,0,2,1,8,0,0,14,3,2,1,0,0,1771
2024-05,South Carolina,6366,291,10920,4721,780,469,1,2,6,0,838,286,11,223,10,1,0,0,10,5,1,0,1,0,24942
2024-05,South Dakota,861,2,1562,2060,152,125,0,0,0,0,90,74,1,24,5,1,0,0,5,11,0,0,0,0,4973
2024-05,Tennessee,3825,6337,22845,11877,1390,0,0,28,10,0,918,326,0,127,3,0,0,0,0,0,0,0,0,0,47686
2024-05,Texas,29332,0,52063,25551,3657,2632,1,20,10,3,6512,2236,71,187,9,0,0,0,42,30,5,2,0,0,122363
2024-05,Utah,14656,56212,4852,4041,885,0,0,4,4,2,194,192,1,210,35,40,0,0,0,0,0,0,0,0,81328
2024-05,Vermont,0,0,1068,1155,89,104,0,2,2,0,2,9,1,17,4,0,0,0,1,2,0,0,0,0,2456
2024-05,Virgin Islands,135,17,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,166
2024-05,Virginia,302,109,21095,12216,3324,0,0,0,0,0,0,0,0,541,58,0,0,0,0,0,0,0,0,0,37645
2024-05,Washington,13253,424,11401,5869,503,24,17,0,0,0,504,270,4,621,92,42,0,0,608,330,48,18,17,0,34045
2024-05,West Virginia,2335,135,4278,4048,225,310,3,4,0,0,784,492,1,33,2,0,0,0,8,5,0,0,0,0,12663
2024-05,Wisconsin,10128,687,12941,9932,800,56,0,0,0,1,194,163,8,162,32,4,0,0,0,2,0,0,0,0,35110
2024-05,Wyoming,540,28,2128,2145,161,118,12,0,0,0,125,111,2,40,7,0,0,0,11,23,1,0,1,0,5453
2024-04,Alabama,12593,254,16113,10377,1180,911,0,8,3,1,1952,841,15,53,0,0,0,0,16,6,0,1,0,0,44324
2024-04,Alaska,86,146,2803,2497,323,199,0,1,2,0,133,68,0,40,11,0,0,0,0,1,0,0,0,0,6310
2024-04,Arizona,5829,883,17904,8996,1687,1013,0,5,0,0,1152,388,3,240,32,0,0,0,6,1,0,0,0,0,38139
2024-04,Arkansas,2406,182,6485,5034,483,439,3,1,3,0,969,697,4,2,0,0,0,0,4,4,2,0,0,0,16718
2024-04,California,28206,11349,40019,20005,3707,0,0,0,0,0,706,435,22,1544,761,39,0,0,7604,3561,585,37,8,0,118588
2024-04,Colorado,9086,13,18839,15085,3707,2456,0,0,0,0,0,0,0,266,44,0,0,0,0,0,0,0,0,0,49496
2024-04,Connecticut,12653,530,5581,2138,317,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51,2,0,0,0,21323
2024-04,Delaware,1246,0,2170,1004,133,106,1,0,0,0,15,5,0,78,0,0,0,0,42,9,0,1,0,0,4810
2024-04,District of Columbia,778,0,212,10,0,3,1,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,1051
2024-04,Florida,10053,0,57793,21924,5570,3116,3,9,1,0,3383,807,11,1729,135,4,0,0,273,156,48,52,37,0,105104
2024-04,Georgia,12828,0,16407,8026,958,769,0,9,2,0,1978,644,22,81,5,0,0,0,21,6,1,0,0,0,41757
2024-04,Guam,0,0,172,73,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259
2024-04,Hawaii,1431,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1432
2024-04,Idaho,11264,283,5520,5021,578,342,0,1,1,0,277,241,2,92,14,3,0,0,12,2,0,0,0,0,23653
2024-04,Illinois,14380,170668,25162,9225,981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220416
2024-04,Indiana,473,24286,18493,11373,1636,1039,2,2,5,0,716,313,29,89,9,0,0,0,21,16,5,2,2,0,58511
2024-04,Iowa,3520,5898,2865,2864,183,122,2,0,0,0,35,21,1,72,27,1,0,0,3,5,2,0,0,0,15621
2024-04,Kansas,1358,4,5670,4640,601,401,0,0,2,0,423,181,7,101,9,3,0,0,10,2,2,0,2,0,13416
2024-04,Kentucky,716,290217,8865,7495,555,549,5,5,4,1,1299,718,3,40,6,1,0,0,16,15,2,0,0,0,310512
2024-04,Louisiana,964,0,10198,5622,730,525,0,2,1,0,854,386,11,2,0,0,0,0,6,2,1,0,0,0,19304
2024-04,Maine,537,3,3789,3490,350,306,5,0,0,0,52,43,0,18,6,1,0,0,3,1,0,0,0,0,8604
2024-04,Mariana Islands,0,0,14,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2024-04,Maryland,8694,58,8852,5505,141,3,0,0,0,1,89,86,2,92,27,0,0,0,0,15,1,0,0,0,23566
2024-04,Massachusetts,10703,1,5219,2720,1862,341,6,1,0,1,8,13,1,0,0,0,0,0,68,38,11,1,0,0,20994
2024-04,Michigan,27080,7016,17290,15193,1813,768,183,0,0,1,18,188,3,1079,66,73,0,0,23,22,3,0,1,0,70820
2024-04,Minnesota,16106,44639,11882,13034,1055,952,0,1,3,0,189,162,5,97,25,14,0,0,25,14,3,0,2,0,88208
2024-04,Mississippi,2070,0,7557,4755,416,379,0,4,2,0,1283,541,2,20,0,0,0,0,4,5,0,0,1,0,17039
2024-04,Missouri,1962,312,16811,13740,1656,1168,0,11,8,1,1071,563,9,360,38,9,0,0,22,18,3,2,0,1,37765
2024-04,Montana,1197,1,4547,4659,387,431,14,2,2,1,364,385,3,44,8,1,0,0,5,5,0,0,0,0,12056
2024-04,Nebraska,3546,217,153,1399,24,5,0,0,0,0,4,25,0,57,7,1,0,0,0,0,0,0,0,0,5438
2024-04,Nevada,2492,1,5060,2290,407,275,0,0,0,0,280,65,1,0,1,0,0,0,419,166,29,0,0,0,11486
2024-04,New Hampshire,1246,3,7279,3055,645,1,27,0,0,0,0,2,0,123,9,5,0,0,0,1,0,0,0,0,12396
